Price,Close,High,Low,Open,Volume
Ticker,CTVA,CTVA,CTVA,CTVA,CTVA
Date,,,,,
2019-05-24,26.668954849243164,29.427812247440734,26.209145282876904,27.35866919879256,44000
2019-05-28,26.45284080505371,28.0483803814883,26.218338724458896,26.898856595361732,61500
2019-05-29,26.209144592285156,27.49661099338003,25.43666440082138,27.49661099338003,207800
2019-05-30,26.485029220581055,26.81609265589944,25.951650215920445,26.65975733966956,666000
2019-05-31,24.8021297454834,26.291913654471614,24.8021297454834,26.209147784303685,853800
2019-06-03,22.815752029418945,24.829718583426516,22.41112084133457,24.406694590238,19259600
2019-06-04,25.51943016052246,25.69415828157995,22.392725554724755,22.392725554724755,20135100
2019-06-05,25.75853157043457,25.951650742264267,24.333120892597265,25.326311218696016,10740200
2019-06-06,24.737756729125977,25.464256756681365,24.121611780022032,25.464256756681365,13986100
2019-06-07,24.195175170898438,24.765339717301206,23.648002502506266,24.066429073402404,10049100
2019-06-10,23.275562286376953,24.590618069663105,23.100835895084778,23.974473113649122,10247200
2019-06-11,22.944494247436523,23.32153788882873,22.55825420576231,22.999670895094553,11641200
2019-06-12,23.054853439331055,23.404309723289234,22.512277962160027,23.091639049867474,13392000
2019-06-13,22.962888717651367,23.16520604595227,22.714592889153213,23.04565457849551,9710800
2019-06-14,23.16520118713379,23.211181431721112,22.57664388301945,22.769764769160783,7036800
2019-06-17,23.864118576049805,24.737755750246286,23.404308983093426,23.47787844780507,13710100
2019-06-18,25.105602264404297,25.353899857563928,23.680193273808218,23.937687269014614,14485400
2019-06-19,24.967655181884766,25.271129377866618,24.710162987738965,25.271129377866618,10228800
2019-06-20,24.97685432434082,25.381487214750663,24.296336408762663,25.16997524518601,7728000
2019-06-21,25.022836685180664,25.4826462685529,24.710167782199154,24.710167782199154,12548900
2019-06-24,25.75853157043457,26.163164471359885,24.878455405579718,24.95846217019977,6494900
2019-06-25,25.44586181640625,25.83210192752978,25.271133687698523,25.76772886801491,6698600
2019-06-26,26.908056259155273,27.013812249819384,25.611393411486688,25.684962872558867,6735100
2019-06-27,27.19314193725586,27.89205280332354,26.908060450450154,27.018413782230294,5879600
2019-06-28,27.19314193725586,27.35867368896065,26.908060450450154,27.220731147218185,15517800
2019-07-01,27.294296264648438,28.278288460515185,26.622974715659726,27.202334000148845,5272900
2019-07-02,26.659757614135742,27.22072582885954,25.878081024938865,27.128763567653866,5438300
2019-07-03,26.485029220581055,26.576991480839965,25.933259167096043,26.46663817175665,2234900
2019-07-05,26.337892532348633,26.96323385013362,25.988438018663455,26.163166152523228,2888200
2019-07-08,25.537824630737305,26.10798753072714,25.41827315703874,26.10798753072714,3478600
2019-07-09,24.820524215698242,25.537827887255258,24.673385270871353,25.261941050178905,5285700
2019-07-10,24.36991310119629,24.829722782350938,24.31473643058746,24.654994612382445,5133700
2019-07-11,24.30553436279297,24.64579246530085,23.873312240641976,24.41588767829605,6066200
2019-07-12,25.381484985351562,25.50103468468132,24.149195373641522,24.296334274678475,5154500
2019-07-15,25.822904586791992,25.997632709147407,25.197563310180403,25.206759711781665,3443100
2019-07-16,25.620590209960938,26.209145907648725,25.487245011567815,25.684963270141246,3735900
2019-07-17,24.719364166259766,25.48264805809872,24.691776711902065,25.38149113539634,3999300
2019-07-18,24.507850646972656,24.811324904363524,24.289901351672484,24.443477585410108,3009800
2019-07-19,25.188369750976562,25.271135620693407,24.49865533935916,24.636599624910204,4694800
2019-07-22,25.528627395629883,25.61139325809467,25.022835819007927,25.14238728880564,2546100
2019-07-23,25.859689712524414,26.190751393844792,25.243544848966813,25.42746761547053,2921400
2019-07-24,26.043615341186523,26.22753988193752,25.40907760503344,25.537825485172903,2311800
2019-07-25,25.767728805541992,26.117183308075887,25.519431215985787,25.841298266814093,3532200
2019-07-26,26.190752029418945,26.23213495984251,25.42746823252198,25.49184129006214,3052700
2019-07-29,26.466638565063477,26.622973883616574,26.04361286319982,26.080398469463724,6245200
2019-07-30,26.910058975219727,27.05786730961025,25.68141574092223,25.866174837415386,7142300
2019-07-31,27.251863479614258,27.852327915749456,26.52206696779319,26.88234703906901,7662000
2019-08-01,28.868499755859375,30.281900376230478,27.076342797657475,27.251863769531248,11564200
2019-08-02,29.062496185302734,29.136401238624607,28.498984249671047,28.582125672664706,7305800
2019-08-05,27.621376037597656,28.60983303786257,27.38118994450634,28.295743667050317,5552500
2019-08-06,27.75994110107422,27.916985767460698,27.224141961989698,27.76917922991965,5355900
2019-08-07,28.304981231689453,28.480502173518477,27.187193958236346,27.32576238094638,4925200
2019-08-08,29.201066970825195,29.367349820072775,28.332701959195333,28.3696527245873,3962600
2019-08-09,29.21953582763672,29.561339591945572,28.840781305074366,29.505912573568754,4753200
2019-08-12,27.3719539642334,29.404296904161416,27.2610999199425,29.090207508681754,7112500
2019-08-13,27.344242095947266,27.852326964087496,26.96548753708055,27.09481784635407,6855400
2019-08-14,26.180265426635742,27.12253368971846,26.12483839998188,26.900823821109597,4580100
2019-08-15,26.254167556762695,27.00243855052241,25.80150970809357,26.725301667498318,3561600
2019-08-16,27.93546485900879,28.00013000549371,26.38349429539834,26.5035882205787,4285100
2019-08-19,28.240318298339844,28.489742535960445,27.944705170193902,28.406601123420245,4207300
2019-08-20,27.95394515991211,28.34193785690733,27.79690045489039,28.286510832191823,3073700
2019-08-21,28.24955940246582,28.619075851544515,27.97242250615515,27.990897007114025,2815400
2019-08-22,27.981658935546875,28.59136147993774,27.90775388823326,28.43431677838292,3351400
2019-08-23,26.836158752441406,27.8615685072444,26.614448868536833,27.529002800390774,3911600
2019-08-26,26.808441162109375,27.22876640301318,26.48511364710802,27.11329241636935,3479800
2019-08-27,26.540542602539062,27.18719767969255,26.36040345215878,26.928535296432486,3528400
2019-08-28,26.94700813293457,27.279573760278833,26.15254658405354,26.30959126785576,5091800
2019-08-29,27.445858001708984,27.92438366982159,27.27033879976125,27.298051430598623,3135600
2019-08-30,27.085580825805664,27.741474053995994,27.030153799843777,27.713759660018354,5220200
2019-09-03,26.078643798828125,26.882343492733682,25.86617209379318,26.78072582424169,3279100
2019-09-04,26.26340675354004,26.64216133130602,26.02322062290908,26.438927726307547,2962100
2019-09-05,26.291118621826172,26.78072900026953,25.819986267655537,26.549781007757385,4972700
2019-09-06,26.226449966430664,26.614442612560715,25.76455404303742,26.2818787458729,5140000
2019-09-09,26.559011459350586,26.623676596637107,25.884643939087095,26.18949513057558,4661000
2019-09-10,26.38349723815918,26.910058360545747,25.995504553980666,26.512829307547545,3682900
2019-09-11,27.03938865661621,27.067101285244377,25.96779022049552,26.328068488607062,3033600
2019-09-12,27.621376037597656,27.796896982932296,26.69758418508942,27.251859648992987,7967600
2019-09-13,27.824607849121094,28.03707952541226,27.62137253963137,27.75070458075926,4919600
2019-09-16,27.159481048583984,27.769183551320058,26.642158086685264,27.759945421037003,3300700
2019-09-17,26.7714900970459,27.224147937875955,26.753013835299374,27.085579498763618,4118200
2019-09-18,26.92853355407715,27.214908549947435,26.559017146181098,26.559017146181098,3606000
2019-09-19,26.91929817199707,27.44585932725815,26.845394882872593,27.030153986680485,3222400
2019-09-20,26.716062545776367,27.316526944724284,26.651397392934893,27.113293355509175,6865000
2019-09-23,26.679109573364258,26.78996537779076,26.2772605860555,26.457399726504487,3314300
2019-09-24,26.087886810302734,26.780730835313587,25.8301494532204,26.522068431658553,2840500
2019-09-25,26.050933837890625,26.328070719615567,25.653703015289775,26.069408337877185,3154200
2019-09-26,25.533607482910156,26.05093221414219,25.395039050684623,25.967790802408228,3532100
2019-09-27,25.681415557861328,26.07864637909476,25.22875771287237,25.450467569887778,4534900
2019-09-30,25.86617660522461,26.189504165188605,25.644466731476182,25.773797050664403,6245000
2019-10-01,25.450471878051758,26.217219257436433,25.15485868532421,25.89389342913669,5843200
2019-10-02,24.886953353881836,25.561320992925616,24.591340238793777,25.080948799910942,5181600
2019-10-03,24.831527709960938,25.090190099333118,24.48972566321227,24.859242103748684,3622400
2019-10-04,23.916973114013672,24.97748693921816,23.83475674372598,24.942382746310987,4851400
2019-10-07,24.018590927124023,24.45277251341213,23.769166675387027,24.018590927124023,5474100
2019-10-08,24.22182273864746,24.4158199519214,23.639834622812035,23.68602351254749,6214200
2019-10-09,24.175634384155273,24.78533690452657,23.778403580460257,24.748386144318765,3916700
2019-10-10,23.769168853759766,24.68372276528486,23.75069259001336,24.175637846213192,3003300
2019-10-11,24.628292083740234,25.05323727692202,24.0093514359706,24.110969109512748,4555600
2019-10-14,24.32344627380371,24.729915297032214,24.2033540743465,24.38811143981864,3064900
2019-10-15,24.665241241455078,25.025519471973,24.078633249462445,24.221819847748804,3826500
2019-10-16,24.822290420532227,25.154854323690206,24.2864911611181,24.341918184645543,3023500
2019-10-17,24.72991180419922,25.136379008024996,24.62829412224609,24.988572431725917,2196500
2019-10-18,24.055540084838867,24.609813772919107,23.686021943461267,24.572863015977195,4332300
2019-10-21,23.55669593811035,24.554391225009407,23.49203078019919,24.28649246194982,3318300
2019-10-22,24.00010871887207,24.064773858043374,23.30726492147743,23.565927240155535,4166600
2019-10-23,23.658313751220703,24.037068331339988,23.293415487302994,23.91697438428163,4140000
2019-10-24,24.36039161682129,24.526672668088683,23.556691940059928,23.676784104085225,5359700
2019-10-25,24.69295883178711,24.9054305611187,24.24030097982242,24.36039492213564,2676900
2019-10-28,24.72991180419922,25.071713851143322,24.572867096632276,24.748388066734947,2943500
2019-10-29,24.73914337158203,25.164086725195926,24.406577782150006,24.48971917950801,2837000
2019-10-30,25.385801315307617,25.487418989451147,24.85924020746067,24.988570511284625,5993500
2019-10-31,24.369632720947266,25.38580429570558,23.325748513254954,24.480488538663614,7084400
2019-11-01,24.18487548828125,24.572868209130437,23.565934761259772,24.18487548828125,10081500
2019-11-04,23.77840232849121,24.40658107688846,23.695260919909625,24.17563311127142,8316200
2019-11-05,23.704498291015625,24.046302044462138,22.873085993812623,23.538215479176404,8240500
2019-11-06,24.138683319091797,24.31420428615564,23.75992875363369,23.85230830271957,6560000
2019-11-07,24.15715980529785,24.462011086712568,24.12944717371047,24.452772955518988,4554200
2019-11-08,24.20334815979004,24.353926336139665,23.93544766663071,24.110968618631883,2998800
2019-11-11,24.702198028564453,24.702198028564453,23.732217127078954,24.055544681571927,3258300
2019-11-12,24.683717727661133,25.16408991506901,24.508198543871938,24.8777149334191,4665500
2019-11-13,23.75992774963379,24.517438610533958,23.519741636957143,24.480486087663735,3759900
2019-11-14,24.369632720947266,24.813054229819212,23.750691996848488,23.750691996848488,7274500
2019-11-15,23.53821563720703,24.59133953192817,23.49664493396813,24.545148882777667,4788600
2019-11-18,23.53821563720703,23.801496170389044,23.42736160323203,23.556691896867232,4656400
2019-11-19,23.741453170776367,23.949304944249665,23.3811731219699,23.602882972469814,4135100
2019-11-20,23.076322555541992,23.74145388916098,23.016277347251748,23.667550603424793,4531200
2019-11-21,23.19641876220703,23.473555670293376,23.030135912557828,23.067086678039047,4165700
2019-11-22,23.593643188476562,23.625975760202916,23.12250916361582,23.12250916361582,11212400
2019-11-25,23.953922271728516,24.120205081922215,23.695259926761313,23.77840133185816,6107900
2019-11-26,23.907732009887695,24.20796506225752,23.741450958998623,23.81535423561369,7580900
2019-11-27,24.18626594543457,24.344103457005012,23.84273838965022,23.926299529357415,6745600
2019-11-29,24.158418655395508,24.21412550365975,23.72204332647405,24.111994806101322,8233100
2019-12-02,23.37851333618164,24.26982990199014,23.24853011305672,24.167700985629956,7232800
2019-12-03,22.88643455505371,23.09069595941775,22.56147467883817,23.044272108021897,8645000
2019-12-04,23.062841415405273,23.408226720209687,22.858581783995245,23.11854826562822,13263000
2019-12-05,23.044267654418945,23.29495109084216,22.37578026151222,23.183535639913448,7510700
2019-12-06,23.452791213989258,23.731327215865157,23.15568567308464,23.21139251928208,5835800
2019-12-09,23.926307678222656,24.260550580000107,23.578136734491437,23.647769860704283,6603500
2019-12-10,24.01915168762207,24.028434686993428,23.60134588035683,23.852029364715975,5134600
2019-12-11,24.32554054260254,24.390532159580847,23.982011147431667,24.03771799471468,5215000
2019-12-12,25.049732208251953,25.13793662554058,24.139846125459428,24.251261579075592,4930200
2019-12-13,24.594791412353516,25.207572035967722,24.566937103684243,25.049734495285957,6268800
2019-12-16,25.578960418701172,25.58824519060063,24.929042323741392,25.012603499947378,9527400
2019-12-17,24.854761123657227,25.578955483188725,24.67835403338391,25.309704233613605,9227900
2019-12-18,25.829633712768555,25.941049160526457,24.594787873653438,24.799047461839713,13869000
